year,neighbourhood,single_detached_house,apartment_five_storeys_plus,movable_dwelling,semi_detached_house,row_house,duplex,apartment_five_storeys_less,other_house,average_house_value,shelter_costs_owned,shelter_costs_rented
2011,Mimico,2300,6835,5,285,920,370,2975,0,437462,1561,1009
2011,Morningside,2285,2105,0,25,920,275,230,5,316863,1307,857
2011,Moss Park,70,5925,0,120,715,80,2115,10,455212,1679,795
2011,Mount Dennis,1050,2025,0,165,395,195,1035,0,291621,1355,896
2011,Mount Olive-Silverstone-Jamestown,1690,5975,0,170,1035,655,85,0,281475,1239,921
2011,Mount Pleasant East,2205,1900,0,1630,155,190,1105,190,753065,1840,1097
2011,Mount Pleasant West,490,14480,15,225,240,110,2015,10,520500,1700,1148
2011,New Toronto,1580,1135,0,200,240,185,1820,5,453384,1364,777
2011,Newtonbrook East,2890,2590,5,10,45,320,340,0,622104,1524,1203
2011,Newtonbrook West,2640,4025,0,610,570,325,450,0,512036,1325,1135
2011,Niagara,50,9455,0,130,745,430,1815,0,411339,1742,1296
2011,North Riverdale,905,690,0,1345,210,360,1600,45,781629,1627,1057
2011,North St.James Town,10,8470,0,0,115,20,585,0,457435,1737,879
2011,O'Connor-Parkview,1065,3195,0,145,215,340,265,0,331652,1135,730
2011,Oakridge,2835,1555,0,1280,20,640,2225,10,469444,1330,877
2011,Oakwood Village,3060,2360,5,130,135,275,1430,5,490506,1387,865
2011,Old East York,2270,525,0,175,0,420,460,5,492964,1287,959
2011,Palmerston-Little Italy,400,265,0,1090,335,240,3860,55,691720,1465,1181
2011,Parkwoods-Donalda,2565,6495,0,1395,1415,90,1195,5,505459,1337,1114
2011,Pelmo Park-Humberlea,1760,380,0,245,105,325,175,5,450737,1132,1019
2011,Playter Estates-Danforth,650,930,0,585,65,205,1105,15,721368,1892,1075
2011,Pleasant View,1045,1480,0,1840,270,75,825,5,415099,1219,1075
2011,Princess-Rosethorn,3305,445,0,0,40,55,15,0,851317,1615,1194
2011,Regent Park,10,2350,0,55,485,5,905,30,436448,1707,631
2011,Rexdale-Kipling,1840,635,0,30,435,370,640,0,401340,1215,857
2011,Rockcliffe-Smythe,2785,3240,5,1045,225,435,1170,0,384287,1236,810
2011,Roncesvalles,685,1610,10,1000,315,430,2710,20,565810,1601,939
2011,Rosedale-Moore Park,2485,4905,0,495,250,345,1550,0,1215852,2054,1468
2011,Rouge,7700,920,0,1175,1890,780,615,5,418336,1498,1082
2011,Runnymede-Bloor West Village,2065,0,0,755,45,245,700,5,613776,1584,1083
2011,Rustic,1165,1975,0,220,0,85,195,5,479264,1125,740
2011,Scarborough Village,1060,4050,0,30,255,135,365,0,366694,1333,833
2011,South Parkdale,210,6460,5,135,485,225,3075,5,497483,1817,865
2011,South Riverdale,950,910,10,2500,1740,495,4100,70,505868,1585,859
2011,St.Andrew-Windfields,3285,1740,0,180,555,120,580,10,1110755,2069,1270
2011,Steeles,3770,2570,0,185,560,320,265,0,418033,1169,1155
2011,Stonegate-Queensway,5875,975,0,100,455,255,2760,5,611942,1384,996
2011,Tam O'Shanter-Sullivan,3195,4545,0,170,900,600,370,5,393477,1158,964
2011,Taylor-Massey,625,4895,0,200,155,160,235,30,266168,1211,882
2011,The Beaches,2640,635,5,1460,330,425,3875,10,740764,1878,1154
2011,Thistletown-Beaumond Heights,1620,665,0,300,55,310,270,5,417866,1292,887
2011,Thorncliffe Park,0,6270,0,0,80,0,360,0,283790,1389,1055
2011,Trinity-Bellwoods,400,260,0,770,975,620,3600,195,594191,1458,1130
2011,University,140,945,0,220,295,190,1450,45,687412,1521,1246
2011,Victoria Village,1250,3200,0,300,325,185,1995,20,391483,1257,867
2011,Waterfront Communities-The Island,275,25150,0,45,560,20,950,0,418977,1742,1417
2011,West Hill,3255,3390,0,465,1295,655,590,30,316456,1189,686
2011,West Humber-Clairville,4095,2080,0,235,1400,1770,565,5,381612,1304,945
2011,Westminster-Branson,865,7765,0,590,395,125,330,5,388356,1398,1095
2011,Weston,1695,4660,0,250,205,220,875,0,342427,1289,874
2011,Weston-Pellam Park,560,655,0,1270,340,205,1335,20,391115,1281,719
2011,Wexford/Maryvale,5395,1775,0,15,210,1410,1145,10,387243,1158,904
2011,Willowdale East,3495,13340,0,70,760,240,1725,15,521460,1514,1453
2011,Willowdale West,2100,3730,0,145,175,320,215,0,518224,1456,1117
2011,Willowridge-Martingrove-Richview,3640,3420,0,540,280,240,35,0,516160,1214,1124
2011,Woburn,6415,9160,0,285,230,1695,500,10,331863,1200,840
2011,Woodbine Corridor,870,445,0,1565,265,165,1870,15,495153,1575,782
2011,Woodbine-Lumsden,1910,615,0,325,20,290,320,0,411256,1389,823
2011,Wychwood,970,985,0,920,315,310,2040,0,629223,1533,930
2011,Yonge-Eglinton,1415,1510,0,475,25,335,1435,5,900233,1972,1246
2011,Yonge-St.Clair,530,4070,0,450,220,135,1380,0,904096,1802,1314
2011,York University Heights,1490,5075,5,1555,685,210,1260,50,340083,1187,911
2011,Yorkdale-Glen Park,2220,1245,0,85,465,490,730,10,479009,1193,916
2016,Agincourt North,3345,2120,5,805,1440,645,735,15,459051,1411,1202
2016,Agincourt South-Malvern West,2790,3145,0,330,515,695,610,65,465144,1447,1196
2016,Alderwood,2840,255,0,545,85,330,560,0,595608,1498,1212
2016,Annex,645,8165,0,1185,595,455,4795,90,1039687,2235,1524
2016,Banbury-Don Mills,3485,6270,0,285,740,40,1315,0,851872,1886,1494
2016,Bathurst Manor,2105,2055,0,165,45,640,1070,15,698124,1706,1250
2016,Bay Street Corridor,5,14800,0,0,15,0,240,10,589666,1852,1807
2016,Bayview Village,2025,5900,0,120,880,75,520,5,750572,1889,1775
2016,Bayview Woods-Steeles,1565,1775,0,495,200,100,570,0,786976,1652,1797
2016,Bedford Park-Nortown,4820,1995,0,45,65,315,1260,115,1295007,2418,1385
2016,Beechborough-Greenbrook,665,665,0,80,15,90,1130,0,516279,1360,923
2016,Bendale,3870,4850,5,290,325,1075,340,20,419121,1476,1204
2016,Birchcliffe-Cliffside,4900,945,0,425,40,880,1960,40,608681,1638,1046
2016,Black Creek,680,4065,0,660,1140,155,630,5,363055,1301,1042
2016,Blake-Jones,495,470,0,815,370,170,795,15,711848,1864,958
2016,Briar Hill-Belgravia,1610,2395,0,155,75,385,1100,5,508759,1715,1202
2016,Bridle Path-Sunnybrook-York Mills,2275,590,0,40,230,30,80,0,2124653,2903,2942
2016,Broadview North,850,3325,0,440,80,150,815,0,617113,1751,1158
2016,Brookhaven-Amesbury,1790,3745,0,240,25,135,540,0,488463,1503,1100
2016,Cabbagetown-South St.James Town,160,3375,0,460,630,160,1640,20,687732,1987,1202
2016,Caledonia-Fairbank,1680,165,0,435,20,440,940,0,503455,1625,1159
2016,Casa Loma,875,2680,0,265,200,155,1225,0,1365503,2434,1841
2016,Centennial Scarborough,3510,0,5,160,485,150,60,0,570471,1708,1390
2016,Church-Yonge Corridor,10,18055,0,25,220,45,1280,30,565258,2029,1397
2016,Clairlea-Birchmount,3135,1965,0,1015,1045,725,1315,50,493491,1644,1096
2016,Clanton Park,2405,2315,5,10,15,555,1255,10,767695,1867,1156
2016,Cliffcrest,3380,1335,0,55,435,470,160,60,580993,1639,1034
2016,Corso Italia-Davenport,1240,0,0,1230,105,610,2235,65,584484,1590,1164
2016,Danforth,685,330,0,1240,30,215,1410,25,649919,1823,1020
2016,Danforth-East York,2900,880,0,1700,35,550,945,15,586918,1671,1137
2016,Don Valley Village,2120,5630,0,360,1415,145,305,0,553974,1580,1372
2016,Dorset Park,2130,3770,0,335,1560,510,465,5,364667,1496,1135
2016,Dovercourt-Wallace Emerson-Juncti,1635,2265,5,2050,1140,1135,6875,220,605040,1605,1186
2016,Downsview-Roding-CFB,4330,3085,10,925,645,425,3720,5,530877,1413,1115
2016,Dufferin Grove,310,1335,0,500,110,400,2700,95,636899,1699,1258
2016,East End-Danforth,1770,2085,5,1950,595,485,2240,40,665384,2064,1024
2016,Edenbridge-Humber Valley,2555,2405,0,85,130,40,1035,0,1108146,2009,1388
2016,Eglinton East,1535,4965,0,120,510,585,195,10,374364,1435,1077
2016,Elms-Old Rexdale,990,1375,0,70,515,200,65,0,373493,1559,1190
2016,Englemount-Lawrence,1905,3030,0,30,265,510,2510,0,791880,1800,1114
2016,Eringate-Centennial-West Deane,3925,1785,0,360,605,125,75,5,553656,1514,1365
2016,Etobicoke West Mall,965,3160,0,95,230,60,55,10,430658,1461,1328
2016,Flemingdon Park,0,6425,0,180,565,5,645,0,289227,1566,1148
2016,Forest Hill North,1470,3430,0,15,30,110,385,0,1185419,2316,1395
2016,Forest Hill South,1685,2025,0,65,40,70,1050,0,1664653,2383,1486
2016,Glenfield-Jane Heights,415,3405,0,3285,1350,330,1150,0,455970,1417,1008
2016,Greenwood-Coxwell,965,515,5,1480,335,360,2360,30,538727,1687,1021
2016,Guildwood,2175,1090,0,140,300,180,95,0,514116,1531,1332
2016,Henry Farm,495,5330,0,0,435,15,80,5,514929,1760,1424
2016,High Park North,1370,6515,0,600,130,410,1985,10,741161,1901,1397
2016,High Park-Swansea,2655,3585,0,515,290,565,3240,25,811423,1968,1297
2016,Highland Creek,3100,0,0,5,15,545,30,0,596883,1644,1120
2016,Hillcrest Village,1650,1940,0,825,1070,155,755,0,549816,1517,835
2016,Humber Heights-Westmount,1680,1975,0,60,65,180,190,0,625154,1547,1282
2016,Humber Summit,525,710,5,1790,85,95,685,0,490049,1452,1117
2016,Humbermede,575,1585,0,1135,455,80,1210,0,445094,1491,1190
2016,Humewood-Cedarvale,1850,1705,0,265,0,155,2595,0,970245,2138,1200
2016,Ionview,1020,2880,0,375,145,380,270,100,400418,1459,1063
2016,Islington-City Centre West,5175,12345,0,125,650,250,750,5,628682,1737,1321
2016,Junction Area,740,720,0,980,565,510,2510,10,603050,1819,1263
2016,Keelesdale-Eglinton West,1670,665,0,425,10,395,1005,0,449257,1496,981
2016,Kennedy Park,1805,2835,0,350,125,680,695,80,399789,1447,914
2016,Kensington-Chinatown,70,4630,0,215,600,245,2930,55,613094,1840,1237
2016,Kingsview Village-The Westway,2175,4760,0,130,315,170,220,0,470928,1429,1296
2016,Kingsway South,2310,790,0,70,50,30,335,0,1173663,2173,2020
2016,L'Amoreaux,1270,700,0,545,185,95,335,0,905137,1991,1003
2016,Lambton Baby Point,3685,6760,0,925,2415,420,830,15,468524,1470,1132
2016,Lansing-Westgate,2355,3335,0,30,0,185,655,15,853511,2042,1641
2016,Lawrence Park North,3110,205,0,885,30,185,1005,0,1056967,2338,1589
2016,Lawrence Park South,3420,925,0,110,35,230,1015,5,1522732,2644,1515
2016,Leaside-Bennington,3565,525,0,795,75,45,1420,0,1122495,2216,1427
2016,Little Portugal,270,2955,0,460,605,240,2835,45,751872,1693,1228
2016,Long Branch,1480,1135,0,80,90,230,1795,10,537021,1750,1136
2016,Malvern,3475,3175,0,1275,3540,1220,655,85,357541,1602,1180
2016,Maple Leaf,1635,800,5,175,95,205,635,0,630831,1393,1153
2016,Markland Wood,1780,2025,0,5,285,40,170,5,617950,1587,1370
2016,Milliken,3900,1970,0,550,610,520,95,30,480175,1412,1151
2016,Mimico,2255,10810,0,285,915,355,3145,10,547683,1899,1243
2016,Morningside,2280,2130,5,25,920,310,205,5,396699,1590,1056
2016,Moss Park,65,8240,0,135,630,110,2350,30,569905,2042,979
2016,Mount Dennis,955,2495,0,150,335,210,1035,5,365097,1648,1104
2016,Mount Olive-Silverstone-Jamestown,1655,6165,0,160,1040,755,90,0,352394,1507,1135
2016,Mount Pleasant East,2160,2275,0,1620,140,180,1055,5,942804,2238,1351
2016,Mount Pleasant West,475,14785,0,185,200,100,1755,5,651643,2068,1414
2016,New Toronto,1555,1180,0,215,260,200,1965,5,567617,1659,957
2016,Newtonbrook East,2760,2590,0,10,30,380,330,0,778847,1854,1482
2016,Newtonbrook West,2530,4400,0,605,550,375,495,0,641047,1611,1398
2016,Niagara,35,15645,0,110,860,315,1770,50,514978,2119,1597
2016,North Riverdale,815,700,0,1305,360,315,1460,40,978565,1979,1302
2016,North St.James Town,5,8845,0,0,100,20,575,0,572689,2113,1083
2016,O'Connor-Parkview,1050,3175,0,140,200,440,250,15,415214,1380,899
2016,Oakridge,2795,1525,0,1260,20,685,2390,10,587723,1618,1080
2016,Oakwood Village,3030,2395,0,130,145,285,1485,0,614092,1687,1066
2016,Old East York,2220,520,0,170,0,425,455,5,617169,1565,1181
2016,Palmerston-Little Italy,355,310,0,960,295,410,3890,130,866003,1782,1455
2016,Parkwoods-Donalda,2555,6710,0,1355,1370,125,1185,15,632812,1626,1372
2016,Pelmo Park-Humberlea,1795,535,0,510,260,350,240,10,564303,1377,1255
2016,Playter Estates-Danforth,630,925,0,580,60,200,1170,15,903121,2301,1324
2016,Pleasant View,1010,1475,0,1805,270,110,825,20,519686,1483,1324
2016,Princess-Rosethorn,3295,440,0,5,40,55,15,10,1065811,1964,1471
2016,Regent Park,5,3630,0,50,505,10,735,25,546413,2076,777
2016,Rexdale-Kipling,1775,460,0,30,430,480,670,0,502460,1478,1056
2016,Rockcliffe-Smythe,2765,3260,0,1055,240,465,1275,0,481110,1503,998
2016,Roncesvalles,675,1720,20,995,320,430,2715,20,708369,1947,1157
2016,Rosedale-Moore Park,2450,4990,0,485,260,345,1505,5,1522193,2498,1809
2016,Rouge,7625,1015,0,1145,1855,1170,575,20,523738,1822,1333
2016,Runnymede-Bloor West Village,2025,0,0,760,50,240,735,10,768420,1926,1334
2016,Rustic,1150,1965,0,210,5,85,240,0,600017,1368,912
2016,Scarborough Village,1105,3980,0,30,270,170,355,0,459085,1621,1026
2016,South Parkdale,200,7170,5,150,355,210,3280,5,622827,2210,1066
2016,South Riverdale,865,2175,0,2390,1660,685,4195,85,633325,1928,1058
2016,St.Andrew-Windfields,3245,1745,0,175,540,120,595,5,1390616,2516,1565
2016,Steeles,3725,2715,5,185,555,355,285,0,523359,1422,1423
2016,Stonegate-Queensway,5790,1035,0,100,440,245,2765,5,766124,1683,1227
2016,Tam O'Shanter-Sullivan,3080,4860,0,165,920,670,340,30,492616,1408,1188
2016,Taylor-Massey,600,4840,0,195,185,195,240,25,333230,1473,1087
2016,The Beaches,2590,640,0,1450,340,465,3925,15,927404,2284,1422
2016,Thistletown-Beaumond Heights,1575,680,0,300,50,375,295,5,523150,1571,1093
2016,Thorncliffe Park,0,6660,0,0,85,0,375,0,355293,1689,1300
2016,Trinity-Bellwoods,385,295,0,715,890,875,3385,365,743901,1773,1392
2016,University,125,1125,0,215,285,185,1410,50,860610,1850,1535
2016,Victoria Village,1250,3235,0,305,365,180,2060,15,490119,1529,1068
2016,Waterfront Communities-The Island,255,39265,0,40,560,80,535,20,524540,2119,1746
2016,West Hill,3220,3485,0,450,1445,735,635,30,396189,1446,845
2016,West Humber-Clairville,3870,2265,0,295,1310,1850,685,5,477762,1586,1164
2016,Westminster-Branson,870,7735,0,555,470,145,455,0,486204,1700,1349
2016,Weston,1620,4405,0,205,160,230,990,5,428703,1568,1077
2016,Weston-Pellam Park,505,500,0,1220,300,210,1475,15,489659,1558,886
2016,Wexford/Maryvale,5290,1865,5,15,360,1470,1105,5,484811,1408,1114
2016,Willowdale East,3385,16100,0,65,845,250,1650,20,652845,1841,1790
2016,Willowdale West,2030,4630,0,140,250,300,195,0,648794,1771,1376
2016,Willowridge-Martingrove-Richview,3600,3740,0,530,345,255,35,0,646210,1476,1385
2016,Woburn,6310,9330,0,285,240,1750,490,10,415478,1459,1035
2016,Woodbine Corridor,885,690,0,1555,300,190,1810,25,619910,1916,963
2016,Woodbine-Lumsden,1885,610,0,325,20,285,320,5,514874,1689,1014
2016,Wychwood,920,1295,0,880,290,395,2080,35,787760,1864,1146
2016,Yonge-Eglinton,1400,1995,0,465,60,310,1445,0,1127052,2398,1535
2016,Yonge-St.Clair,520,4315,0,450,220,130,1370,0,1131888,2192,1619
2016,York University Heights,1235,5505,0,1360,775,280,995,0,425769,1444,1122
2016,Yorkdale-Glen Park,2165,1185,0,80,600,465,830,5,599698,1451,1128
